EkspertizAI — Ekspertiz İstasyon Veri Giriş Tablosu,,,,,,,,,,,,,,,,,,,
"⚠ Sarı alanlar zorunludur. | Google Rating: Google Maps puanı (1-5) | Sponsor Seviyesi: 0=Ücretsiz, 1=Basic (500₺/ay), 2=Premium (1000₺/ay)",,,,,,,,,,,,,,,,,,,
Ad *,Franchise,İl *,İlçe *,Adres,Telefon *,Telefon 2,E-posta,Website,Google Maps URL,Google Rating,Enlem,Boylam,"Aktif mi?
(EVET/HAYIR)","Sponsorlu mu?
(EVET/HAYIR)","Sponsor
Seviyesi
(0/1/2)","Sponsor
Başlangıç
(GG.AA.YYYY)","Sponsor
Bitiş
(GG.AA.YYYY)",Notlar,"Google
Place ID"
Yamanlar Otonomi Oto Ekspertiz,Bağımsız,Ankara,Akyurt,"Balıkhisar, Özal Bulvarı G2 blok no: 351/8, 06100 Akyurt/Ankara, Türkiye",0539 766 08 58,,,,https://maps.google.com/?cid=3795443079478506768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,7",,,EVET,HAYIR,0,,,,
Otonomi Oto ekspertiz,Bağımsız,Ankara,Akyurt,"Balıkhisar, Otonomi Giriş, 06750 Akyurt/Ankara, Türkiye",(0312) 922 06 51,,,,https://maps.google.com/?cid=13228461206544693555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Auto King - Ankara Oto Ekspertiz Otonomi,Auto King,Ankara,Akyurt,"Kümeevler, Saracalar, Özal Bulvarı :194/C, 06750 Akyurt/Ankara, Türkiye",0545 124 40 40,,,,https://maps.google.com/?cid=8334266899491743179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Siteler,Bağımsız,Ankara,Altındağ,"SİTELER, Yalınç Sk. NO : 59, 06160 Altındağ/Ankara, Türkiye",0533 442 53 43,,,,https://maps.google.com/?cid=14483103556848810854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Otorapor Ankara Altındağ Siteler Oto Ekspertiz,Otorapor,Ankara,Altındağ,"Önder, Altınay Cd. No:56/B, 06080 Altındağ/Ankara, Türkiye",0507 555 06 55,,,,https://maps.google.com/?cid=12633035389860692739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Oto Ekspertiz Siteler / Ankara,Pilot Garage,Ankara,Altındağ,"Önder, Taşdelen Cd. No:14/A, 06160 Altındağ/Ankara, Türkiye",0501 103 38 38,,,,https://maps.google.com/?cid=9628679931004233412&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Oto Ekspertiz,Bağımsız,Ankara,Altındağ,"Örnek, Altındağ Cd. No:5, 06000 Altındağ/Ankara, Türkiye",0541 231 24 06,,,,https://maps.google.com/?cid=16491380363013957406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Kazımkarabekir Şubesi,Bağımsız,Ankara,Altındağ,"Hacı Bayram, Kazım Karabekir Cd. No:72/2, 06050 Altındağ/Ankara, Türkiye",0533 935 66 40,,,,https://maps.google.com/?cid=10076155321855238393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Otorapor Ankara Altındağ Protokol Yolu Oto Ekspertiz,Otorapor,Ankara,Altındağ,"Yıldıztepe mh, Şht. Ömer Halisdemir Blv No:272, 06140 Altındağ/Ankara, Türkiye",0555 098 00 06,,,,https://maps.google.com/?cid=17845290333472539538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,8",,,EVET,HAYIR,0,,,,
Pilot Garage Oto Ekspertiz Ankara Kazım Karabekir TSE,Pilot Garage,Ankara,Altındağ,"Hacı Bayram, Kazım Karabekir Cd. No:112/B, 06050 Altındağ/Ankara, Türkiye",0530 522 40 66,,,,https://maps.google.com/?cid=15444006653507321898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Experix Ankara Oto Ekspertiz Altındağ İskitler | Kurumsal,Bağımsız,Ankara,Altındağ,"Zübeyde Hanım, İstanbul Cd. 60/B, 06070 Altındağ/Ankara, Türkiye",0545 275 65 76,,,,https://maps.google.com/?cid=8068400881557666866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
UMRAN OTO EKSPERTİZ - KAZIMKARABEKİR,Bağımsız,Ankara,Merkez,"Hacıbayram Mah. Kazım Karabekir Cad. No:122/24 Altındağ, Hacı Bayram, 06050 Merkez/Ankara, Türkiye",0532 286 65 85,,,,https://maps.google.com/?cid=5975033716510855754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Ankara Altındağ iskitler,Bağımsız,Ankara,Altındağ,"İskitler, Zübeyde Hanım, Samyeli Sk. No:5/A, 06070 Altındağ/Ankara, Türkiye",0551 588 66 06,,,,https://maps.google.com/?cid=98636070036635653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Uzmanlar Ankara Oto Ekspertiz,Bağımsız,Ankara,Altındağ,"Gültepe, Gültepe Cd. No:307, 06030 Altındağ/Ankara, Türkiye",0554 232 60 70,,,,https://maps.google.com/?cid=1783677660843139038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Otorapor Ankara Kazımkarabekir Oto Ekspertiz,Otorapor,Ankara,Altındağ,"Kazımkarabekir Caddesi Murat Çarşısı, Zübeyde Hanım, NO:39.32, 06080 Altındağ/Ankara, Türkiye",(0312) 342 05 05,,,,https://maps.google.com/?cid=5328711817983887824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,1",,,EVET,HAYIR,0,,,,
RS Ankara Kazımkarabekir Oto Ekspertiz,Bağımsız,Ankara,Altındağ,"Doğanbey Mah, Kazım Karabekir Cd. Umut İş Hanı 74/6, 06900 Altındağ/Ankara, Türkiye",0506 385 81 00,,,,https://maps.google.com/?cid=10981577024281248927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,5",,,EVET,HAYIR,0,,,,
Pilot Garage Ankara Oto Ekspertiz İskitler,Pilot Garage,Ankara,Altındağ,"Zübeyde Hanım, Kazım Karabekir Cd. NO: 99 D:25, 06070 Altındağ/Ankara, Türkiye",0534 782 06 40,,,,https://maps.google.com/?cid=4453816793500106510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,4",,,EVET,HAYIR,0,,,,
Ekspertiz,Bağımsız,Ankara,Altındağ,"Önder, Karpuzlu-2 Cd. No:98-A1, 06050 Altındağ/Ankara, Türkiye",0532 651 09 51,,,,https://maps.google.com/?cid=17153099062731385974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Auto King - Ankara İskitler Oto Ekspertiz,Auto King,Ankara,Altındağ,"Zübeyde Hanım, Kazım Karabekir Cd. Uğurlu İş Hanı No:97/2, 06070 Altındağ/Ankara, Türkiye",0533 517 66 78,,,,https://maps.google.com/?cid=9051312853526441718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
"Pilot Garage Ankara, Ak Köprü - Turgut Özel Bulvarı, Oto Ekspertiz",Pilot Garage,Ankara,Altındağ,"Zübeyde Hanım, Turgut Özal 2 Blv No:37, 06070 Altındağ/Ankara, Türkiye",0552 366 03 48,,,,https://maps.google.com/?cid=6241950887751515752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
arabam.com Oto Ekspertiz & Trink Sat Alım Noktası Kazım Karabekir/Ankara,Arabam.com Oto Ekspertiz,Ankara,Altındağ,"Zübeyde Hanım, Kazım Karabekir Cd. 91/25-7 D:91/25-7, 06794 Altındağ/Ankara, Türkiye",0850 759 9000,,,,https://maps.google.com/?cid=11201352309245950692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,,,EVET,HAYIR,0,,,,
Otorapor Ankara İskitler Oto Ekspertiz,Otorapor,Ankara,Altındağ,"Zübeyde Hanım Mahallesi Turgut Özal 1, Zübeyde Hanım, Bulvarı No: 20/16, 06070 Altındağ/Ankara, Türkiye",0532 503 14 95,,,,https://maps.google.com/?cid=11625010057028468926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
DYNOMOSS Oto Ekspertiz | İskitler-ANKARA,Bağımsız,Ankara,Altındağ,"Zübeyde Hanım, Turgut Özal 2 Blv No:20 İskitler, 06070 Altındağ/Ankara, Türkiye",(0312) 384 11 66,,,,https://maps.google.com/?cid=4184872200052152772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,1",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Sincan Otorey,Bağımsız,Ankara,Sincan,"Ahi Evran, Ahi Mesut Blv Otorey Galericiler Sitesi NO: 291/1, 06935 Sincan/Ankara, Türkiye",0541 610 33 06,,,,https://maps.google.com/?cid=14767493266570486462&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
UMRAN OTO EKSPERTİZ - SİNCAN,Bağımsız,Ankara,Sincan,"Akşemsettin, Ayaş Ankara Yolu Blv. No:227/B, 06820 Sincan/Ankara, Türkiye",0552 830 30 15,,,,https://maps.google.com/?cid=1766779603436841397&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Yamanlar Yenikent Oto Ekspertiz,Bağımsız,Ankara,Sincan,"Menderes, Ayaş Ankara Yolu Bulvarı No:32/D, 06946 Sincan/Ankara, Türkiye",0505 235 40 06,,,,https://maps.google.com/?cid=4113835418227086624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
BSR OTO EKSPERTİZ SİNCAN,Bağımsız,Ankara,Sincan,"Akşemsettin, Ayaş Ankara Yolu Blv. No:235/A, 06930 Sincan/Ankara, Türkiye",0553 112 87 16,,,,https://maps.google.com/?cid=14267405637843507327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
RS Ankara Etimesgut Oto Ekspertiz,Bağımsız,Ankara,Etimesgut,"yeşilova mahallesi ayaş, Yeşilova, bulvarı no 123, 06796 Etimesgut/Ankara, Türkiye",(0312) 283 00 45,,,,https://maps.google.com/?cid=5034128535360363030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Yamanlar Ankara Sincan Oto Ekspertiz,Bağımsız,Ankara,Sincan,"Plevne, Çatalca Sokağı no:141/8, 06934 Sincan/Ankara, Türkiye",0530 574 78 36,,,,https://maps.google.com/?cid=5802596125134456341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Otorapor Ankara Sincan Yenikent Oto Ekspertiz,Otorapor,Ankara,Sincan,"Menderes Mahallesi Ayaş, Menderes, Ankara Yolu 100 / D, 06946 Sincan/Ankara, Türkiye",0545 507 94 38,,,,https://maps.google.com/?cid=12629213198461306075&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Pilot Garage Sincan Oto Ekspertiz,Pilot Garage,Ankara,Sincan,"Plevne, Çatalca Sokağı No:238 /13-15, 06930 Sincan/Ankara, Türkiye",0552 381 00 11,,,,https://maps.google.com/?cid=14346103320336693516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Otorapor Ankara Sincan Vega Otonomi Oto Ekspertiz,Otorapor,Ankara,Sincan,"Plevne, Çatalca Sokağı No: 236/A, 06930 Sincan/Ankara, Türkiye",0552 380 07 77,,,,https://maps.google.com/?cid=3444592386834024027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
BSR OTO EKSPERTİZ SİNCAN,Bağımsız,Ankara,Sincan,"Akşemsettin, Ayaş Ankara Yolu Blv. No:235/A, 06930 Sincan/Ankara, Türkiye",0553 112 87 16,,,,https://maps.google.com/?cid=3240571634319431649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,EVET,HAYIR,0,,,,
Dynomoss Sincan Oto Ekspertiz,Bağımsız,Ankara,Sincan,"İstasyon, Çatalca Sokağı No:72/2, 06900 Sincan/Ankara, Türkiye",0543 171 45 23,,,,https://maps.google.com/?cid=18066944093659233252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Sincan Yenikent Asoto Ekspertiz Sincan Ekspertiz Sincan Oto Ekspertiz Yenikent Ekspertiz Yenikent Oto Ekspertiz,Bağımsız,Ankara,Sincan,"Menderes mah, Ayaş, Ankara Yolu No:32, 06946 Sincan/Ankara, Türkiye",0533 711 86 76,,,,https://maps.google.com/?cid=16251792484602563821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"2,5",,,EVET,HAYIR,0,,,,
Pilot Garage Sincan Ahi Evran Oto Ekspertiz,Pilot Garage,Ankara,Sincan,"Ahi Evran, Ahi Mesut Blv No:11 E1 Blok, 06930 Sincan/Ankara, Türkiye",0532 491 07 67,,,,https://maps.google.com/?cid=5393773598168133929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Hayrınıgör Oto Ekspertiz Şaşmaz Şubesi - Ankara Oto Ekspertiz,Bağımsız,Ankara,Etimesgut,"Bahçekapı, Sanayi Blv. Şaşmaz Oto Sanayi Sitesi No:5 D:3, 06797 Etimesgut/Ankara, Türkiye",0553 728 25 27,,,,https://maps.google.com/?cid=8029193906799549420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Trend Oto Ekspertiz Sincan Otonomi Vega,Bağımsız,Ankara,Etimesgut,"Plevne mahallesi, Çayboyu sokak, No: 2/A 17 Sincan, Plevne, 06934 Etimesgut/Ankara, Türkiye",0532 231 93 64,,,,https://maps.google.com/?cid=5925939172285159743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
RS Oto Ekspertiz Sincan | Oto Ekspertiz Merkezi | Sincan Oto Ekspertiz,Bağımsız,Ankara,Sincan,"Ahi Evran mahallesi ahi Mesut bulvarı 368/CA, Ahi Evran, 06935 Sincan/Ankara, Türkiye",0501 538 06 19,,,,https://maps.google.com/?cid=11206123835164964936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
HAYRINIGÖR OTO EKSPERTİZ SİNCAN,Bağımsız,Ankara,Sincan,"Ahi Evran, 224. Cd. NO:5/A, 06935 Sincan/Ankara, Türkiye",0553 728 25 27,,,,https://maps.google.com/?cid=3098550580757413471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Pilot Garage Eryaman Oto Ekspertiz,Pilot Garage,Ankara,Etimesgut,"Şehit Osman Avcı, Kaplan Cd. mahallesino 16 bosphorus sitesi c blok 13, 06820 Etimesgut/Ankara, Türkiye",0544 412 29 61,,,,https://maps.google.com/?cid=7831940340267674247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
arabam.com Oto Ekspertiz & Trink Sat Alım Noktası Sincan/Ankara,Arabam.com Oto Ekspertiz,Ankara,Sincan,"Akşemsettin, Ayaş Ankara Yolu Blv. No: 227A, 06934 Sincan/Ankara, Türkiye",0850 759 9000,,,,https://maps.google.com/?cid=10433018573687219707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,2",,,EVET,HAYIR,0,,,,
Pilot Garage | Ankara Aşti Oto Ekspertiz | Emek Oto Ekspertiz,Pilot Garage,Ankara,Çankaya,"Yapı Sitesi, Emek, Kırım Cd. No:50 No :51, 06560 Çankaya/Ankara, Türkiye",0552 828 17 71,,,,https://maps.google.com/?cid=1960579764091027750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Başkent,Bağımsız,Ankara,Yenimahalle,"Ergazi, 1807. Sk. Başkent Oto Sanayi Sitesi no:48, 06370 Yenimahalle/Ankara, Türkiye",0547 104 06 06,,,,https://maps.google.com/?cid=1909511009250947114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Pilot Garage Ankara Çankaya Balgat Aşti Oto Ekspertiz,Pilot Garage,Ankara,Çankaya,"İşçi Blokları, Mevlana Blv. No:170, 06530 Çankaya/Ankara, Türkiye",0552 483 73 73,,,,https://maps.google.com/?cid=2110606684213481245&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Pilot Garage Etimesgut Merkez Oto Ekspertiz,Pilot Garage,Ankara,Etimesgut,"Kazım Karabekir, İstasyon Cad. no:76, 06794 Etimesgut/Ankara, Türkiye",0552 927 39 64,,,,https://maps.google.com/?cid=16429796769088650177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Pilot Garage Ankara Oto Ekspertiz Çankaya Yıldız Turan Güneş Aşti,Pilot Garage,Ankara,Çankaya,"Hilal, Turan Güneş Blv. No:66/C, 06550 Çankaya/Ankara, Türkiye",0532 677 55 30,,,,https://maps.google.com/?cid=3700255561600403349&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Pursaklar Yolu Otonomi Ankara Havalimanı Oto Ekspertiz,Pilot Garage,Ankara,Pursaklar,"Saray Cumhuriyet, Özal Bulvarı NO:227/C, 06145 Pursaklar/Ankara, Türkiye",0532 474 55 30,,,,https://maps.google.com/?cid=10389909771301512733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Baskent oto ekspertiz merkezi - Ankara Oto Ekspertiz,Bağımsız,Ankara,Yenimahalle,"357.cad.41.a.(4.noter yanı, Demetevler, 06200 Yenimahalle/Ankara, Türkiye",0532 263 47 98,,,,https://maps.google.com/?cid=2780534554185527028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
PİLOT GARAGE YENİMAHALLE OTO EKSPERTİZ,Bağımsız,Ankara,Yenimahalle,"MAHALLESİ, Mehmet Akif Ersoy, Mehmet Akif Ersoy Cd. NO:1/38, 06200 Yenimahalle/Ankara, Türkiye",0532 775 02 03,,,,https://maps.google.com/?cid=1683881139689462392&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Otorapor Ankara Şaşmaz Oto Ekspertiz,Otorapor,Ankara,Etimesgut,"Bahçekapı Mahallesi, Sanayi Bulvarı, Bahçekapı, Şaşmaz Blv. No:24/7, 06797 Etimesgut/Ankara, Türkiye",0552 501 16 86,,,,https://maps.google.com/?cid=14459079106346849745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,9",,,EVET,HAYIR,0,,,,
Pilot Garage Ostim Oto Ekspertiz,Pilot Garage,Ankara,Yenimahalle,"Ostim, Bağdat Cd. No:346, 06374 Yenimahalle/Ankara, Türkiye",0554 262 06 06,,,,https://maps.google.com/?cid=9420806163153424176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Şaşmaz Etimesgut Oto Ekspertiz,Pilot Garage,Ankara,Etimesgut,"Bahçekapı, Sanayi Blv. No: 45, 06797 Etimesgut/Ankara, Türkiye",0552 314 05 55,,,,https://maps.google.com/?cid=8194418128931909441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Ankara Çankaya Aşti,Bağımsız,Ankara,Çankaya,"Emek Mahallesi Kırım caddesi, Emek, Mevlana Blv. No:50 A D:50/A, 06490 Çankaya/Ankara, Türkiye",0543 319 60 06,,,,https://maps.google.com/?cid=6810038764632377752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,6",,,EVET,HAYIR,0,,,,
Computest Etimesgut Oto Ekspertiz,Computest,Ankara,Etimesgut,"ANKAVEGA Konutları, Yeşilova, 4016. Cad. No:96, 06796 Etimesgut/Ankara, Türkiye",0507 154 23 01,,,,https://maps.google.com/?cid=5251665495742503807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Yamanlar Oto Ekspertiz Ankara Keçiören,Bağımsız,Ankara,Keçiören,"19 Mayıs, Gün Sazak Cd. No:113/A, 06290 Keçiören/Ankara, Türkiye",0501 150 49 06,,,,https://maps.google.com/?cid=9290404681008567975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
Pilot Garage Gölbaşı Oto Ekspertiz,Pilot Garage,Ankara,Gölbaşı,"Şafak, Ankara Cd. No 49/B, 06830 Gölbaşı/Ankara, Türkiye",0552 838 60 06,,,,https://maps.google.com/?cid=3096196715718346293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,7",,,EVET,HAYIR,0,,,,
Pilot Garage Beypazarı Oto Ekspertiz,Pilot Garage,Ankara,Beypazarı,"Ayvaşık, Demirciler 6. Cd No: 5, 06730 Beypazarı/Ankara, Türkiye",0542 763 57 06,,,,https://maps.google.com/?cid=15070470195971277618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,,,EVET,HAYIR,0,,,,
Beypazari Ototest Kompitest Compitest Computest Eksper,Computest,Ankara,Beypazarı,"Ayvaşık, Demirciler Sk. no:29, 06730 Beypazarı/Ankara, Türkiye",0553 652 36 06,,,,https://maps.google.com/?cid=9737858521155204132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,2",,,EVET,HAYIR,0,,,,
Garantili Arabam Elmadağ Oto Ekspertiz,Bağımsız,Ankara,Elmadağ,"Kurtuluş mahallesi Akdere caddesi küçük sanayi sitesi no:16/7-O, Kurtuluş, 06780 Elmadağ/Ankara, Türkiye",0553 903 54 86,,,,https://maps.google.com/?cid=17768178016717965530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3,5",,,EVET,HAYIR,0,,,,
Otorapor Ankara Etimesgut İstasyon Oto Ekspertiz,Otorapor,Ankara,Etimesgut,"Kazım Karabekir, İstasyon Cad. no:122, 06824 Etimesgut/Ankara, Türkiye",(0312) 245 46 47,,,,https://maps.google.com/?cid=532224383912237984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"4,8",,,EVET,HAYIR,0,,,,
